======================================================================
         RELATÓRIO DE REORDENAÇÃO DE HREFLANG (SEO INTERNACIONAL)     
======================================================================

Total de arquivos com ordem corrigida: 1331
Total de arquivos já corretos/intactos: 201

Detalhamento por arquivo modificado:
----------------------------------------------------------------------
[REORDENADO] .\geradordir.html | Nova ordem: pt-br, x-default
[REORDENADO] vi\gds.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\gestacional.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\glasgow.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\gosnell.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\gotejamento.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\hamilton.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\humpty.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\imc.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\impactodigital.html | Nova ordem: vi, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\index.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\johns.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\jouvet.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\katz.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\lachs.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\lanss.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\lawton.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\lista-de-doencas-de-notificacao-compulsoria.html | Nova ordem: vi, pt-br, nl, pl, sv, uk, x-default
[REORDENADO] vi\manchester.html | Nova ordem: vi, pt-br, es, fr, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\mapa-do-site.html | Nova ordem: vi, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\medicamentos.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\meem.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\meows.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\missao.html | Nova ordem: vi, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\morse.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\news.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\nihss.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\nips.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\norton.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\nossocompromisso.html | Nova ordem: vi, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\objetivo.html | Nova ordem: vi, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\ofras.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\painad.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\pelod.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\perroca.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\pews.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\politica.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\politicadeacessibilidade.html | Nova ordem: vi, pt-br, en, es, fr, de, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\prism.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\qsofa.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\ramsay.html | Nova ordem: vi, pt-br, es, ja, zh, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\rancholosamigos.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\richmond.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\saps.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\silverman.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\sinan.html | Nova ordem: vi, pt-br, nl, pl, sv, uk, x-default
[REORDENADO] vi\sofa.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\tecnologiaverde.html | Nova ordem: vi, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\termos.html | Nova ordem: vi, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\tinetti.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\vagasdeemprego.html | Nova ordem: vi, pt-br, nl, pl, sv, uk, x-default
[REORDENADO] vi\waterlow.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\zarit.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] uk\5-hs-da-paradacardiorespiratoria.html | Nova ordem: uk, pt-br, nl, pl, sv, vi, x-default
[REORDENADO] uk\aldrete.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\apache.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\apgar.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\asa.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\balancohidrico.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\ballard.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\barthel.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\berg.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\bishop.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\bps.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\braden.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\calculadoravacina.html | Nova ordem: uk, pt-br, nl, pl, sv, vi, x-default
[REORDENADO] uk\cam.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\capurro.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\cincinnati.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\cornell.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\cries.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\curb-65.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\diagnosticosnanda.html | Nova ordem: uk, pt-br, en, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\downes.html | Nova ordem: uk, pt-br, en, es, fr, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\downton.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\elpo.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\escalanumerica.html | Nova ordem: uk, pt-br, es, fr, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\fale.html | Nova ordem: uk, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\fast.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\flacc.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\four.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\fugulin.html | Nova ordem: uk, pt-br, en, es, fr, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\gds.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\gestacional.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\glasgow.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\gosnell.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\gotejamento.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\hamilton.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\humpty.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\imc.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\impactodigital.html | Nova ordem: uk, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\index.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\johns.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\jouvet.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\katz.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\lachs.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\lanss.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\lawton.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\lista-de-doencas-de-notificacao-compulsoria.html | Nova ordem: uk, pt-br, nl, pl, sv, vi, x-default
[REORDENADO] uk\manchester.html | Nova ordem: uk, pt-br, es, fr, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\mapa-do-site.html | Nova ordem: uk, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\medicamentos.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\meem.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\meows.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\missao.html | Nova ordem: uk, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\morse.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\news.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\nihss.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\nips.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\norton.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\nossocompromisso.html | Nova ordem: uk, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\objetivo.html | Nova ordem: uk, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\ofras.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\painad.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\pelod.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\perroca.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\pews.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\politica.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\politicadeacessibilidade.html | Nova ordem: uk, pt-br, en, es, fr, de, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\prism.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\qsofa.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\ramsay.html | Nova ordem: uk, pt-br, es, ja, zh, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\rancholosamigos.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\richmond.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\saps.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\silverman.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\sinan.html | Nova ordem: uk, pt-br, nl, pl, sv, vi, x-default
[REORDENADO] uk\sofa.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\tecnologiaverde.html | Nova ordem: uk, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\termos.html | Nova ordem: uk, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\tinetti.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\vagasdeemprego.html | Nova ordem: uk, pt-br, nl, pl, sv, vi, x-default
[REORDENADO] uk\waterlow.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
[REORDENADO] uk\zarit.html | Nova ordem: uk, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, x-default
